rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
40,B,Y,85.95,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,3,3,6,80.04,87.03,2376,技嘉,TWSE,電腦週邊,301.0,AI,3-5日延續,催化觀察,平台突破,業績成長,74.84,59.75,3,10.89,28.6,23.11,25.16,2.24,-1.15,14.0,11.43,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,MA60 在 MA120 之上,核心 3/4，加分 6/6；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
41,B,Y,83.86,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,3,3,6,71.75,86.97,2542,興富發,TWSE,營建,39.6,一般,3-5日延續,催化觀察,回踩承接,業績成長,233.76,80.21,2,5.04,16.44,9.24,5.6,0.85,-3.41,9.0,10.55,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,MA60 在 MA120 之上,核心 3/4，加分 6/6；型態 早期起漲；結構 回踩承接；題材 一般；訊號 3-5日延續
42,B,Y,83.27,continuation,強勢續攻,N,N,,,Y,Y,continuation,強勢續攻,3,3,6,72.83,82.66,3706,神達,TWSE,電腦週邊,87.8,AI,3-5日延續,催化觀察,平台突破,業績成長,43.18,34.29,3,17.42,31.19,10.72,7.73,2.87,-0.57,12.0,12.35,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,MA60 在 MA120 之上,核心 3/4，加分 6/6；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
43,B,Y,82.88,continuation,強勢續攻,N,N,,,Y,Y,continuation,強勢續攻,3,3,6,68.87,85.67,6214,精誠,TWSE,資訊服務,125.5,AI,3-5日延續,催化觀察,平台突破,業績成長,31.49,21.08,2,-5.13,24.85,13.06,3.72,0.87,-1.95,5.0,12.55,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,MA60 在 MA120 之上,核心 3/4，加分 6/6；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
44,B,Y,81.29,early,早期起漲,N,N,,,Y,Y,early,早期起漲,3,3,6,61.43,87.0,2353,宏碁,TWSE,電腦週邊,28.1,AI,3-5日延續,催化觀察,回踩承接,業績成長,2.12,22.54,3,-1.02,13.78,2.37,9.98,1.07,-4.58,10.0,8.98,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,MA60 在 MA120 之上,核心 3/4，加分 6/6；型態 早期起漲；結構 回踩承接；題材 AI；訊號 3-5日延續
45,B,Y,80.74,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,3,3,5,76.29,89.98,4931,新盛力,TPEX,櫃電腦週邊,166.5,BBU,3-5日延續,催化觀察,回踩承接,業績成長,36.12,22.54,2,2.23,6.89,24.72,5.38,1.11,-6.98,10.0,17.62,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,MA60 在 MA120 之上,核心 3/4，加分 5/6；型態 早期起漲；結構 回踩承接；題材 BBU；訊號 3-5日延續
46,B,Y,80.34,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,3,3,6,61.97,81.61,6165,浪凡,TWSE,數位雲端,52.2,一般,待確認,暫不出手,回踩承接,翻轉觀察,2.95,6.67,3,42.53,3.01,14.73,21.96,1.54,-5.09,1.0,15.25,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,MA60 在 MA120 之上,核心 3/4，加分 6/6；型態 強勢續攻；結構 回踩承接；題材 一般；訊號 待確認
47,A,N,86.62,early,早期起漲,N,N,,,Y,N,early,早期起漲,4,3,6,69.67,71.01,6664,群翊,TPEX,櫃電子零組件,461.0,一般,3-5日延續,催化觀察,回踩承接,業績成長,22.91,16.72,3,-6.33,7.97,31.34,58.69,0.88,-7.34,8.0,14.69,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 早期起漲；結構 回踩承接；題材 一般；訊號 3-5日延續
48,A,N,85.48,early,早期起漲,Y,N,early,早期起漲,N,N,,,4,3,6,63.85,72.57,3054,立萬利,TWSE,食品,73.8,一般,待確認,暫不出手,結構未完成,業績翻轉,750.99,287.76,2,1.69,17.16,18.65,140.78,2.39,-23.13,0.0,17.69,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 早期起漲；結構 結構未完成；題材 一般；訊號 待確認
49,A,N,85.35,early,早期起漲,Y,N,early,早期起漲,N,N,,,4,3,6,61.96,74.29,2316,楠梓電,TWSE,電子零組件,117.0,AI,待確認,暫不出手,回踩承接,一次性轉盈風險,16.49,16.44,2,9.18,9.78,19.27,17.0,0.65,-6.77,10.0,11.36,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 早期起漲；結構 回踩承接；題材 AI；訊號 待確認
50,A,N,85.22,early,早期起漲,Y,N,early,早期起漲,Y,N,continuation,強勢續攻,4,3,6,60.94,74.9,2356,英業達,TWSE,電腦週邊,49.2,AI,待確認,暫不出手,平台突破,業績成長,47.11,26.84,2,25.59,31.99,15.36,6.72,1.7,-2.19,13.0,7.88,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 早期起漲；結構 平台突破；題材 AI；訊號 待確認
51,A,N,84.98,continuation,強勢續攻,N,N,,,Y,N,continuation,強勢續攻,4,3,6,66.91,66.28,6967,汎瑋材料,TPEX,櫃電子零組件,86.7,一般,待確認,暫不出手,平台突破,業績成長,42.47,27.11,3,13.12,1.73,34.42,16.69,2.48,-1.03,0.0,14.33,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 強勢續攻；結構 平台突破；題材 一般；訊號 待確認
52,A,N,84.59,continuation,強勢續攻,Y,N,continuation,強勢續攻,Y,N,continuation,強勢續攻,4,3,6,66.13,65.31,3577,泓格,TPEX,櫃電腦週邊,89.7,一般,待確認,暫不出手,平台突破,業績成長,90.15,26.32,2,4.33,9.94,17.87,41.93,0.67,-1.97,0.0,18.13,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 強勢續攻；結構 平台突破；題材 一般；訊號 待確認
53,A,N,82.75,early,早期起漲,N,N,,,Y,N,early,早期起漲,4,3,5,68.0,73.96,1815,富喬,TPEX,櫃電子零組件,113.5,AI,3-5日延續,催化觀察,結構未完成,業績成長,33.01,37.65,3,-0.63,0.76,1.34,19.73,1.25,-12.36,14.0,12.68,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 20日報酬為正,,核心 4/4，加分 5/6；型態 早期起漲；結構 結構未完成；題材 AI；訊號 3-5日延續
54,A,N,74.5,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,4,3,5,60.26,42.41,3031,佰鴻,TWSE,光電,30.5,一般,待確認,暫不出手,追高風險,業績成長,22.68,12.02,2,0.64,3.28,28.69,45.93,0.37,-13.6,7.0,17.54,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 20日報酬為正,,核心 4/4，加分 5/6；型態 早期起漲；結構 追高風險；題材 一般；訊號 待確認
55,B,N,78.78,continuation,強勢續攻,N,N,,,Y,N,continuation,強勢續攻,3,3,6,61.87,73.94,3515,華擎,TWSE,電腦週邊,244.0,AI,待確認,暫不出手,平台突破,業績成長,55.06,21.99,2,5.52,6.18,12.44,8.69,1.91,-1.21,3.0,12.03,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,MA60 在 MA120 之上,核心 3/4，加分 6/6；型態 強勢續攻；結構 平台突破；題材 AI；訊號 待確認
56,B,N,78.4,continuation,強勢續攻,Y,N,continuation,強勢續攻,Y,N,continuation,強勢續攻,3,3,6,64.51,68.71,6414,樺漢,TWSE,電腦週邊,348.5,一般,3-5日延續,催化觀察,平台突破,業績成長,19.23,8.2,3,26.77,20.72,22.93,18.74,1.17,-0.43,7.0,10.36,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,MA60 在 MA120 之上,核心 3/4，加分 6/6；型態 強勢續攻；結構 平台突破；題材 一般；訊號 3-5日延續
57,B,N,76.2,early,早期起漲,N,N,,,Y,N,early,早期起漲,3,3,6,61.68,61.23,5439,高技,TPEX,櫃電子零組件,406.0,AI,待確認,暫不出手,追高風險,業績成長,60.32,84.16,3,-4.17,0.85,33.11,28.48,0.75,-12.41,13.0,14.19,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,MA60 在 MA120 之上,核心 3/4，加分 6/6；型態 早期起漲；結構 追高風險；題材 AI；訊號 待確認
