rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
11,A,Y,88.69,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,2,68.43,82.9,3675,德微,TPEX,櫃半導體,227.0,一般,待確認,一般觀察,整理待確認,翻轉觀察,12.52,9.48,3,5.54,6.5,13.22,45.98,1.17,-11.67,4.0,13.35,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 股價站上 MA20 | 20日報酬為正,,核心 8/8，加分 2/2；型態 早期起漲；結構 整理待確認；題材 一般；訊號 待確認
12,A,Y,88.65,early,早期起漲,Y,Y,early,早期起漲,Y,Y,continuation,強勢續攻,8,6,2,69.28,81.64,2248,華勝-KY,TWSE,汽車,58.6,一般,待確認,暫不出手,回踩承接,業績成長,64.47,29.53,3,3.42,0.71,18.98,17.55,1.27,-5.64,0.0,17.7,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 股價站上 MA20 | 20日報酬為正,,核心 8/8，加分 2/2；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
13,A,Y,88.25,early,早期起漲,N,N,,,Y,Y,early,早期起漲,8,6,1,81.68,86.62,2890,永豐金,TWSE,金融業,31.75,一般,待確認,一般觀察,結構未完成,業績成長,50.7,39.71,3,2.78,4.31,0.16,9.11,1.46,-5.65,11.0,13.83,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正,,核心 8/8，加分 1/2；型態 早期起漲；結構 結構未完成；題材 一般；訊號 待確認
14,A,Y,87.87,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,2,67.84,79.56,3709,鑫聯大投控,TPEX,櫃電腦週邊,81.7,AI,3-5日延續,催化觀察,回踩承接,業績成長,23.32,44.34,2,7.29,9.17,20.68,36.39,1.46,-6.09,6.0,10.86,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 股價站上 MA20 | 20日報酬為正,,核心 8/8，加分 2/2；型態 早期起漲；結構 回踩承接；題材 AI；訊號 3-5日延續
15,A,Y,86.44,early,早期起漲,N,N,,,Y,Y,early,早期起漲,8,6,1,75.15,85.71,2347,聯強,TWSE,電子通路,80.1,AI,3-5日延續,催化觀察,結構未完成,業績成長,64.42,36.51,3,4.06,6.34,0.38,24.77,1.37,-6.21,10.0,9.56,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正,,核心 8/8，加分 1/2；型態 早期起漲；結構 結構未完成；題材 AI；訊號 3-5日延續
16,A,Y,86.43,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,8,6,1,77.65,82.55,2883,凱基金,TWSE,金融業,20.5,一般,3-5日延續,催化觀察,結構未完成,業績成長,275.37,98.72,2,-1.58,5.08,3.27,13.26,1.16,-7.03,11.0,12.87,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正,,核心 8/8，加分 1/2；型態 早期起漲；結構 結構未完成；題材 一般；訊號 3-5日延續
17,B,Y,89.64,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,7,6,2,84.42,91.97,6584,南俊國際,TPEX,櫃電子零組件,690.0,AI,待確認,一般觀察,結構未完成,業績成長,52.72,81.08,3,4.24,2.49,13.3,123.3,1.51,-19.3,6.0,19.48,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,估值不極端,核心 7/8，加分 2/2；型態 早期起漲；結構 結構未完成；題材 AI；訊號 待確認
18,B,Y,88.22,early,早期起漲,Y,Y,early,早期起漲,N,N,,,7,6,2,81.7,92.05,5536,聖暉*,TPEX,櫃其他電子,928.0,AI,5-10日波段,波段布局,回踩承接,業績成長,60.12,33.88,3,32.35,14.77,23.4,30.89,1.01,-7.66,10.0,14.42,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 股價站上 MA20 | 20日報酬為正,MA60 在 MA120 之上,核心 7/8，加分 2/2；型態 早期起漲；結構 回踩承接；題材 AI；訊號 5-10日波段
19,B,Y,87.49,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,7,6,2,80.83,89.47,3231,緯創,TWSE,電腦週邊,142.5,AI,3-5日延續,催化觀察,平台突破,業績成長,117.7,148.87,3,19.13,15.11,12.2,4.78,0.99,-2.4,15.0,9.77,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 股價站上 MA20 | 20日報酬為正,MA60 在 MA120 之上,核心 7/8，加分 2/2；型態 早期起漲；結構 平台突破；題材 AI；訊號 3-5日延續
20,B,Y,87.24,early,早期起漲,Y,Y,early,早期起漲,Y,Y,continuation,強勢續攻,7,6,2,78.86,90.71,2059,川湖,TWSE,電子零組件,3960.0,AI,待確認,一般觀察,平台突破,業績成長,38.87,37.97,3,-2.48,12.58,10.0,8.79,2.21,-2.1,11.0,18.63,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 股價站上 MA20 | 20日報酬為正,MA60 在 MA120 之上,核心 7/8，加分 2/2；型態 早期起漲；結構 平台突破；題材 AI；訊號 待確認
21,B,Y,86.29,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,early,早期起漲,7,6,2,79.39,85.25,2376,技嘉,TWSE,電腦週邊,285.0,AI,3-5日延續,催化觀察,平台突破,業績成長,74.84,59.75,3,13.85,7.13,21.28,19.75,0.93,-2.4,14.0,11.48,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 股價站上 MA20 | 20日報酬為正,MA60 在 MA120 之上,核心 7/8，加分 2/2；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
22,B,Y,84.75,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,7,6,2,71.26,83.98,2455,全新,TWSE,通訊網路,311.5,AI,待確認,一般觀察,結構未完成,業績成長,16.64,20.93,3,-3.09,0.17,15.16,68.83,1.29,-18.88,13.0,19.32,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,估值不極端,核心 7/8，加分 2/2；型態 早期起漲；結構 結構未完成；題材 AI；訊號 待確認
23,B,Y,84.66,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,7,6,2,71.06,83.81,2337,旺宏,TWSE,半導體,145.0,一般,3-5日延續,催化觀察,整理待確認,業績成長,96.46,69.28,3,-0.06,3.12,16.0,88.8,1.31,-14.71,15.0,8.85,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,估值不極端,核心 7/8，加分 2/2；型態 早期起漲；結構 整理待確認；題材 一般；訊號 3-5日延續
24,B,Y,84.24,early,早期起漲,Y,Y,early,早期起漲,N,N,,,7,6,2,70.32,82.63,5289,宜鼎,TPEX,櫃電腦週邊,1190.0,AI,待確認,一般觀察,整理待確認,業績成長,484.78,398.37,3,-3.01,25.13,23.96,54.55,1.37,-15.0,12.0,15.34,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,估值不極端,核心 7/8，加分 2/2；型態 早期起漲；結構 整理待確認；題材 AI；訊號 待確認
25,B,Y,83.52,early,早期起漲,Y,Y,early,早期起漲,N,N,,,7,6,2,72.78,75.92,4991,環宇-KY,TPEX,櫃半導體,570.0,一般,3-5日延續,催化觀察,追高風險,業績成長,39.97,67.89,3,13.62,16.35,27.8,175.36,0.92,-21.38,7.0,14.56,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,估值不極端,核心 7/8，加分 2/2；型態 早期起漲；結構 追高風險；題材 一般；訊號 3-5日延續
26,B,Y,83.37,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,7,6,2,68.4,84.43,2855,統一證,TWSE,金融業,35.7,一般,待確認,一般觀察,平台突破,尚未明確,-66.2,176.22,2,21.99,2.65,8.51,28.65,1.48,-2.46,7.0,9.88,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 60日報酬為正 | MA20 在 MA60 之上 | 估值不極端 | 股價站上 MA20 | 20日報酬為正,最新月營收年增 > 0,核心 7/8，加分 2/2；型態 強勢續攻；結構 平台突破；題材 一般；訊號 待確認
27,A,N,84.88,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,8,6,2,67.26,65.34,3054,立萬利,TWSE,食品,78.1,一般,待確認,暫不出手,追高風險,業績翻轉,750.99,287.76,2,0.67,45.44,25.76,158.61,1.05,-18.65,0.0,17.69,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 股價站上 MA20 | 20日報酬為正,,核心 8/8，加分 2/2；型態 早期起漲；結構 追高風險；題材 一般；訊號 待確認
28,B,N,80.49,early,早期起漲,N,N,,,Y,N,early,早期起漲,8,6,0,79.23,73.32,3491,昇達科,TPEX,櫃通訊網路,1605.0,低軌衛星,待確認,一般觀察,結構未完成,業績成長,36.25,68.62,3,-0.56,0.05,-3.6,75.79,0.92,-15.3,12.0,18.58,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端,,核心 8/8，加分 0/2；型態 早期起漲；結構 結構未完成；題材 低軌衛星；訊號 待確認
29,B,N,80.01,early,早期起漲,N,N,,,Y,N,early,早期起漲,7,6,2,67.73,68.45,8150,南茂,TWSE,半導體,67.8,CoWoS,待確認,暫不出手,整理待確認,業績成長,23.13,25.49,3,3.44,3.17,20.43,-5.44,0.68,-15.99,14.0,12.92,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 股價站上 MA20 | 20日報酬為正,60日報酬為正,核心 7/8，加分 2/2；型態 早期起漲；結構 整理待確認；題材 CoWoS；訊號 待確認
30,B,N,75.99,early,早期起漲,N,N,,,Y,N,early,早期起漲,8,6,0,70.42,61.85,4739,康普,TWSE,化學,84.3,一般,3-5日延續,催化觀察,結構未完成,業績成長,103.62,134.94,3,-8.22,5.46,-1.06,7.25,1.17,-19.33,8.0,11.5,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | MA60 在 MA120 之上 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端,,核心 8/8，加分 0/2；型態 早期起漲；結構 結構未完成；題材 一般；訊號 3-5日延續
